'cost of the serious bugs in the system remain he system loses receipts it crashes frequently and it is painfully reliant on needless reloading of data',Crash
'it takes ages to refresh he error message is not very specific which requires guess to correct he warning sign did not disappear when the error is corrected',Crash
'uploading file is not working properly',Crash
'the software is extremely glitchy arnings continue to show up no matter how many times you fix the item called out hat a pain to use',Crash
' have a difficult time loading otel receipts from my email to concur pp efore the update it used to not be a problem lease fix',Crash
'irst  saw a yellow warning that suggested that  should attach a receipt but didnt block me from submitting the report et once  submitted the report then  got a red error that said  needed to attach a receipt before submitting hy wasnt  just told this upfronthe steps to upload a receipt are really confusing',Crash
'errors uploading receipts',Crash
'his program is not working well for us in anama odes are still missing and this expense report took me  days to submit thanks to issues with the program and glitches',Crash
'pp is much more difficult to read now! eading with exceptions and total amount takes too large a percentage of the screen on a standard iphone lso difficult to see on the app if a receipt is attached ouve fixed the bug of the business purpose disappearing but made it more difficult to use and see when it used to be really good for this!!',Crash
'xperienced a lot of loading errors this time',Crash
'ometimes when uploading receipts their are errors also there are a lot of glitches with the mobile app',Crash
'slow unresponsive obile app didnt have the mileage calculator so  had to go to the website and finish the report (so whats the purpose of the app) fter using the calculator on the web the error didnt disappear and  had delete the entry and redo it his seems to happen a lot the error cant be resolved until the report is deleted and redone which is annoying verall  would operate this website in a completely different way',Crash
'receipt uploading is buggy',Crash
'concur crashesestart  and get following error  } alerts { scrollnterval  *  updatenterval  *  fetchrl irjgoprtrwprtrooterpfwkalerts } hostnames  { concur httpsfederationverizoncom } banners { updatenterval  *  } version   locale en windowitle erizon  ortal portalath irjportal mimesath verizoncom~appl~erpfwk initialoded  isnitialverview false isebugode false updateelectionrl  }',Crash
'hile checking expense items  if we have to move scroll down or select the last one in the window the previous checked items gets uncheckedhis is very frustratingoreover the concur web version of the booking takes at least  mins to book a reservation where the mobile is much fasterhe mobile app has a bug he selected project disappears when the last field is entered',Crash
'crashed on me  times with error messages in some instances  had to wait several minutes for it to return to active mode',Crash
'errors when loading certain html file types',Crash
'hone app keeps freezing regularly get error messages so wont save info',Crash
'very slow system theres a bug where if you fill out the fields before uploading a receipt they are all cleared out when you upload the receipt akes a lot of time and effort to do expenses now the last system was regarded as poor but this is even worse',Crash
'very frustrating!! ot intuitive or userfriendly ake a round trip the default itinerary without having to reenter destinations twice etain comments once entered urrently comments have to be reentered every time the report is opened ther information seems to disappear once the report is reopened ie itemization his has happened on several occasions here is not an option to review the report to check for errors prior to submitting t is difficult to review from the expense window',Crash
'mileage calculator would not work in  just hrome due to blocked pop ups that could not be altered by me ork location was wrong had to manually fix it ome address came up as an approximation despite having a unique address had to manually mess with it to get it correct',Crash
'locked up on me twice while editing showed a duplicate expense and when  deleted one the other still had the error message until  restarted the report',Crash
'for this trip  stayed at the same hotel for the duration but there was a rate change midway through ould have been nice to have the ability to identify blocks of dates with specific rates and taxes dditionally i had a resort fee that had to be applied this was a huge headache or some reason i had to go through each and every single day to update the reason for the resort fee hy cant i select all the days and type it in once its the same ype of charge same cost!lso anytime you have anything charged to your room (internet meals etc) it is a pain to apply those charges  had  meals at the hotel o  couldnt reconcile my hotel charges without an error until i applied a dinner and lunch charge of $ for the duration delete the unused chargesthen update the remaining charges e should be able to add things more dynamically to the lodging charge if you are going to be so restrictive with the errors',Crash
'   ery difficult to find how to do a daily allowance after missing on the initial screen  help desk was not easily or very helpful erms did not match the forms so help was very difficult to follow sked for receipts where none are required for expenses $ ad to figure out how to get  receipts printed out to submit ot at all user friendly ept getting an error message with no explanation for uploading a hotel receipt ont know the cause but it may be due to a character in the original name ould not load the receipt till  renamed it t took me over  hours to do a simple   this is really frustrating',Crash
'uploading receipt from mobile app was confusingly buggy',Crash
'xpenses were slow uploading images and getting error messages today',Crash
'uploading individual receipt images is time waster ingle file upload did not clear the error lease correct it',Crash
'annot login at certain timesxpense errors cause system crash specifically missing fields',Crash
'it seams to have worked omewhat new user error trying to add transactions before hitting the credit card but system allowed me to correcthe receipt image loading screen is too slow',Crash
'there are a lot of glitches to be fixed for example on this report is a hotel deposit but could not use that category because concur demanded for itemization',Crash
'receipts not loading window not working correctly',Crash
'he android app has bugs in it when it comes to uploading receipts',Crash
'his app caused my computer to crash several time do to script errors',Crash
'rates per night for the hotel did not work  had to add and make averages he per night checkbox would not unlock',Crash
'it is very inconvenient that pending charges do not disappear and cant be deleted errors occur when  charge the wrong credit card in my uber account and charges that ve paid with my personal credit card are almost impossible to delete or remove from concur hen  try and move the expenses off my profile all  get are alerts and errors that results in me having to submit something that is inaccurate and has to be corrected on the back end',Crash
'he ndroid app keeps crashing or saying that the session ended and that  need to log back in  press  several times and continue doing what  was doing he images are buggy  upload the images from my phone once then replaced them with new images hat happens is sometimes  see the new images on the web sometimes the old images thus  have to restart concur several times until the right images appear he app is difficult to use some buttons are very small which makes it difficult to press t is also impossible to finish the claim using a phone because some of the fields will be missing mpossible to organize the receipts nicely as you are only allowed to either replace all of the receipts with a new one or append the existing one ou are also not allowed to maximize the image when uploading a new receipt thus  sometimes end up uploading duplicate receipts etc etc etc ook me several hours to finally make a claim',Crash
'ome of the ellow triangle notes are confusing and should disappears once the requirement has been met so that nothing but error should show in the xceptions area',Crash
'ssues with lag time in loading entries and kicked me off three times',Crash
'uploading images  why can  choose just one lso there is a bug  have to reload the whole page every time  try to attach image',Crash
'concur really makes expense reporting much easier but  cannot give more than one star until they fix the app to where  dont have to have a screen lock on my phone just to access it ts ridiculous when  already have to enter my password when  open the app lease just let me worry about security on my phone',Crash
'our app keeps throwing  errors pp frozen multiple times when  try to take a picture of a receipt',Crash
'he mobile application used to work beautifully ow ive has several crashes and m unable to utilize the mobile application for any expense related functions bsolutely terrible support as  provided feedback and sent in multiple system logs any are experiencing the same failures as of late with the mobile application',Crash
'obile app  ad  uploading receipts does not work wellmailing receipts to concur doesnt work properlysed to be good has lot of new issues recently',Crash
'meh lots of errors uploading from phone',Crash
'my pp always stops working and gives me errors to upload receipts hank you for having xpenset because im tired fo deleting the concur app every week and redownloading',Crash
'oes not clear the exceptions even when the items is fixed only checks when submitkeep crashing',Crash
'low kept freezing and saying unexpected errors',Crash
'hen  tried to add berar ervice the application crashed with xception error  have to add cost with no receipt first then attach the receipt to make it work',Crash
' lost one receipt for the parking  had issues uploading the $ toll receipt as it gives me an  error  e didnt need to purchase urboax afterall but  got the team keys for it hanks',Crash
' am annoyed bc the receipt  keep uploading is not working',Crash
'oor information for errors  exception exclamation points and warnings dont disappear after corrections',Crash
'fix the fakepath display issue when uploading receipts lso drag and drop would be nice',Crash
'platform very slow and cumbersome to process transactions ber receipts not automatically uploading to concur oreign currency transactions (particularly sian) near impossible to add with any ease or clarity ar too much information requirements needed to make the platform efficient  very clunky service and the bane of my existencetreamlining the input requirements limiting the error flags and particularly building an algorithm to backsolve to the correct credit card statement amount based on available transactions and credit card period would be a huge help really want this system to work but unfortunately at the moment t sucks',Crash
' concur nterface is extremely twitchy and slow loadinglease expand what is considered a valid start location and a valid end location when creating an itinerarylso please fix the llocating expense function when several expense items are selected irect charge codes are not allowed to be added when using this function (making allocation extremely difficult)hank you',Crash
'o many glitches in the system fill in the fields it doesnt save properly or gets stuck  then have to redo the same expense a few times temization is problematic the way it works uploading of receipts sometimes does not work',Crash
'he concur app for receipts does not workve attempted to download the concur app on mobile device to activate receipt app for concur without success here seems to be a glitch with your system',Crash
'uploading receipt error still existed even though  already uploaded the receipt! ery confusing!!!',Crash
'he fix to receipt upload from  is a great improvement  still see glitches in a couple of areas )ometimes after saving an expense when  click on the next expense in the list that  want to work on concur just spins  need to open a new instance of concur to continue ) otel receipts   have had trouble correcting mistakes in the main expense page after starting the itemizations and resulting in odd results without warning ne was when  realized after completing the itemizations that my expense date was wrong another was when  entered itemizations and realized from the resulting messages that my cost entered on the first page was wrong ()  went back corrected data and redid the iitemiziations  ended up with  sets of itemizations n both cases  had to delete the expense and start over to continue',Crash
'he new  is a really rough experience t makes it very hard to distinguish what came from xpenset and what came from a card he hotel itemization takes significantly longer hy do fields not accept dates in various formats thats just an irritant for end users and creates a bad experience with the software verall page loading takes much more time than in the past when attaching items or opening individual screens an into far more errors could not change the expense type of an expense without getting an error that kicked me back ot the main page',Crash
'major issues with logging me out for no reasons system errors and freezing up',Crash
'ifficulty in uploading receipts ave to close concur each time otherwise it says there has been an error',Crash
'he system is very difficult to use ots of road blocks andom error messages lso there are no sub categories for recognition or supplies',Crash
'or some reason  couldnt attach receipts using the app on my phone so  ended up scanning them all individually t was a pain doing it for each item separatelylso  couldnt use the provider look up function in dvanced earch  logged out and back in and that seemed to fix it for a while but then it froze againot sure why thats happening but thought  should let you knowtherwise this is a huge improvement over our last system ntering expenses felt like writing code',Crash
'uggy as hell ad to call an agent because it would not allow me to stay in two different hotels on one trip ad to click the browser back arrow after every receipt upload because otherwise it just spins and then timesout after  minutes xpect more from a company with the technical power of ',Crash
'glitchy processing errors clunky itemization process slow response unable to delete items when using the app',Crash
'our system is so slow it takes me over  hours to do an expense report because it glitches all the time hen sometimes  have to itemize a hotel receipt sometimes  dont hat makes the difference et new software or fix your  dept',Crash
'eep getting repeated system errors crashes and unable to add valid expenses to my claim',Crash
' problem glitch in filling out simple  mileage expense reports  keep getting popup error message about needing tow rows on an itinerary but there is no way seen to go back and add a row to an itinerary very frustrating!!!!!',Crash
'he nameadding function for people who attend dinners  lunches is very glitchy ometimes  cannot add any names sometimes  can only add them as if they have never attended anything with me or sometimes  add them all and then get an error lease fix this',Crash
'he app on my phone does not work it just freezes upon startup  have restarted my phone uninstalled and reinstalled the app and restarted again still does not work (it had worked ~ years ago when  had used it previously)',Crash
'he concur system is very difficult to use  now know why my coworkers all complain about using concur t took me hours to complete this report ostly because uploading receipts through xpenset is time consuming cumbersome and most times does not work and has be be done  times',Crash
'he pp has some bugs it was having issues uploading my pics he online version works great',Crash
'readful application onsumes ridiculous amounts of time he image process from photographing receipts to trying to recognise in the awful viewing window is a frustrating waste of time iewing of images frequently just freezes ither get the cloud performance better or if its a network bandwidth issue with the image files background download the image file of receipts for local processing hink of the user!he use of the desktop real estate in the application layout is poor and not thought through requent errors in alignment of card entries and concur entries his takes effort to avoid or get remove the redflags t has promise but its architecture design and implementation are at this time simply not thought through well enough',Crash
'aced lot of errors for uploading pdf attachments as receipts',Crash
'the cellphone app do not work great with uploading receipts',Crash
'till has bugs with regards to loading and saving the data verall  think its a good system',Crash
'hy does the  ubledger information disappear hat is very odd and should be fixed to stay there',Crash
'revised receipt attached',Other
'too much time processing the claim as compare to  lso rejecting the claim due to small reason like picture quality as many of bills are dot matrix printer coded hence picture quality cannot be good',Other
'no longer possible to attach images of receipts taken via oncur app camera function when using oncur website on  his makes the process of claiming expenses much more difficult lease revert to the previous system',Other
' am really struggling with the new system of matching receipts he photos  take of receipts no longer appear in the available receipts gallery  it now takes twice as long to process my receipts because of this',Other
'o hard to use hate it!',Other
'ard to add extra miles when picking up colleagues for meetings lways asked to dedecut commute but  have to pass the base store to get to the destination therefore not relevant ot used very often and so not easy to use',Other
't takes me  hours or more to complete my monthly report',Other
't took me  hours to complete this report  still have to due the local hard copy report too',Other
'resubmitting with back of selfridges receipts',Other
'it takes way too long for emails to come in when you send them to receipt email address',Other
'hi dheerajplease find the attached cab expense for my kolkata project travelplease approve',Other
' hope  got this right  would love tutorials if available if  got it wrong',Other
'je travaille aux  e maximum pour les repas est $  non $ ',Other
'he service with this claim has been atrocious  have had to submit the same receipt several time because somebody cannot see the date on the receipt  have had to wait weeks for the claim to be accepted obody seems to read the comments  make on the claim ery disappointing and costing me money in interest on my credit card',Other
'ery slow to audit claims simply not good enough',Other
'pretty good as usual',Other
' paid for airfare using my personal credit card  why is that entry showing a warningexception saying select company paid or cash when ve selected cash',Other
'hile all the functionality exists it is very clunky disjointed and unintuitive  in particular joining receipts and expenses but the whole thing really t lacks user based workflow logic its more like a bunch of functions slapped and linked randomly together',Other
'yes! satisfied! *****',Other
'really cumbersome as taken me over an hour to complete an  claim back my time as well !!',Other
'aludos',Other
'horrible how you have to log out and log back in every time you complete and expense',Other
'uch better functionality this time! hank !',Other
'ometimes an affidavit is required in addition to a nonprescriptive visa receipt oncur does not allow a receipt and an affidavit to be attached simultaneously to an expense his results in having to create the affidavit download and file it remove the affidavit from the expense upload the affidavit as a pdf then upload the nonprescriptive visa receipt (receipts have to be uploaded one by one) his is frustrating',Other
'good',Other
'not intuitive enough',Other
't takes very long to add a new expense entry erformance needs to be better',Other
'ive removed the claim for ednesday since  no longer have the receipt for that o this is for the per diem for the onday and the uber  had to take',Other
'too many clicks too many page loads ( even very brief modal loaders are distracting )',Other
'hy does it say the report total is greater than $ when  expensed $ lso why is there a minimum of $ per expense report',Other
'great',Other
'good',Other
'great service! asy to use and efficient',Other
'cant do missing receipt afidavit',Other
'or odging (otel) there should be more flexibility to add individual (single) chargers instead of multiplying automatically the same chargers x the amount of daysome chargers from otels are only one time chargers',Other
'too many steps',Other
'few extra unrelated fields for me to fill in ot easy to complete on mobile akes ages to get an approval',Other
' really wish it were easier to access concur off campus',Other
'good',Other
'omments dont make sense when sent back',Other
'comments do not make sense',Other
'facilita mi trabajo',Other
'irst time user a bit clunky but got there after help from a more knowledgeable member of staff',Other
'i you need to do templates for your expense system  make the same journey all the time costing the same money from the same taxi firm  or  times a week  this should be a case of selecting a template and applying with date update only',Other
'reat and simple system to work with! hank you )',Other
'ery good',Other
'orked great but need to look at exception for laundry otal stay at the hotel was only one day but the total trip was over  days eed to look at exception rule to make sure that it was not flagged',Other
'ven with entering exactly what is on a receipt a hotel bill is off by a few pesos ou are flagged & your manager needs to approval t was do to the conversion rate eed than to shave a few pesos off the entered amount ow what is entered is not what is reflected on the bill  real pain to go figure out what works best',Other
'ood',Other
'temisation is painful but everything else is clear hone app for photos works well',Other
'his are the net charges for cancelling my attendance at the   onference he charges remain for the cancelled flight and a $ cancellation charge for the conference',Other
'ike phone app functionality',Other
'ifficult to use not intuitive',Other
'thanks',Other
'great',Other
'easy to use',Other
'receipts are not attaching when sent by emailprint too small when viewing receipts on computer and cannot make large enough to view receipt',Other
'n the profile where you list requent lyer accounts youshould be able to see what the entire  account numberis but you cant hats not a good feature',Other
'reat tool!',Other
't took  hours to do this report',Other
'needed help to submit report very confusing and incumbent',Other
'ometimes interface is clunky',Other
'easy to use',Other
'great',Other
'eally ay',Other
'reat',Other
'hy theres nothing shows in my approvals nd  haven received payment from ovembers expenses hank you for your assistance',Other
'his is a cumbersome process! lease work to make this easier',Other
'o back to the old program or come up with something else different',Other
'ou are awesome!',Other
'ou re wesome!!!',Other
'asy to use',Other
'reat',Other
') here is no way to combine original receipts with credits and new receipts ) t least once a month after matching charges with receipts the expenses match and  have to go through the whole process again',Other
'l',Other
'hat used to take me an hour now takes  enough said',Other
'ouve logged me out of my  and  can not log back in!',Other
'he pp on the phone seems to be having issues with the report types  had to delete it  times and finally was successful via the esk op link',Other
'his system is a complete pain in the neck  absolutely   like when reports are returned and there is no help in resolving the issue which really wasnt an issue in the first place',Other
' dont think oncur is to blame for how incredibly difficult it is to expense things in this company  think the audit team is the culprit d give negative stars if  could',Other
'great',Other
' dont use it enough for it to be easy or natural',Other
'heres still problems with this software',Other
'uccess! as able to complete exp rept with only one try!',Other
'xcelentew',Other
'ien',Other
'ok',Other
'odo excelente!!!',Other
'ould be nice if the expenses coming from my mex card are automatically assigned to the mex ayment ype',Other
'reat',Other
'default window does not show current and previous transactions had to click on etails to see approval flow which could easily be missed would have been easier if approval flow is shown prior to submission hy is there a need to change some minor details inor changes are unnecessary because it only confuses previous users!',Other
'his system does not do a good job of explaining what it wants you to do when things are returned',Other
'uch more user friendly to create expense reports with oncur than the previous extension that we used',Other
'ystem is a bit slow',Other
'ystem is slow',Other
'excelente herramienta',Other
'his is a much better system for reimbursement than we had before',Other
'ery fficient',Other
'goods',Other
' dont like required reciepts when dealing with monthly reoccurring expenses',Other
'his system was very user friendly',Other
'reat system  did have an issue with the location input  had to input a known location not the actual location',Other
'ay to go!',Other
'ot user friendly o star rating',Other
' like the new look but dont like that when  save an expense it takes me back to the beginning of the expense report and the default sort',Other
'y only criticism is inconsistency of menuoption buttons ou have at least  different styles of linksfunctions all over the place',Other
'!!',Other
'hanks again!',Other
'asy to use',Other
'temizing hotel taxes and fees using the phone app  is already populated and must be deleted before entering amount lease change this as it is an annoying extra step that has no need hank you ',Other
'eed to make the hotel itemization about more userfriendlyintuitive  its like it was created by someone who had never stayed in a hotel before',Other
'good',Other
'am happy on this process',Other
'happy with software',Other
'nterface is too slow and there are too many needless clicks he yellow exception flags are mostly annoying and useless',Other
'add access to the toll estimator sites and have the ways estimator on the mobile site (could not find this)',Other
'super slow interface',Other
'idea obile ill',Other
'idea obile bill',Other
'excellent',Other
'eep the same service',Other
